locus tag	pan locus tag	pan gene symbol
SAOUHSC_01678	SAUPAN004158000	rpsU
S664		-
S665		-
SAOUHSC_01679	SAUPAN004159000	mtaB
SAOUHSC_01680	SAUPAN004160000	rsmE
SAOUHSC_01681	SAUPAN004161000	prmA
SAOUHSC_01682	SAUPAN004162000	dnaJ
S666		-
SAOUHSC_01683	SAUPAN004163000	dnaK
SAOUHSC_01684	SAUPAN004164000	grpE
SAOUHSC_01685	SAUPAN004165000	hrcA
SAOUHSC_01686	SAUPAN004166000	hemN
S667		-
SAOUHSC_01687	SAUPAN004168000	-
S668		-
SAOUHSC_01688	SAUPAN004171000	lepA
S669		-
S670		-
SAOUHSC_01689	SAUPAN004172000	rpsT
SAOUHSC_01690	SAUPAN004173000	holA
SAOUHSC_01691	SAUPAN004174000	comEC
SAOUHSC_01692	SAUPAN004175000	comEB
S671		-
SAOUHSC_01693	SAUPAN004176000	comEA
SAOUHSC_01694	SAUPAN004177000	-
SAOUHSC_01695	SAUPAN004178000	rsfS
SAOUHSC_01696	SAUPAN004179000	-
SAOUHSC_01697	SAUPAN004180000	nadD
SAOUHSC_01698	SAUPAN004181000	-
SAOUHSC_01699	SAUPAN004182000	aroE
SAOUHSC_01700	SAUPAN004183000	-
SAOUHSC_01701	SAUPAN004184000	-
SAOUHSC_01702	SAUPAN004185000	mtnN
SAOUHSC_01703	SAUPAN004186000	-
SAOUHSC_01704	SAUPAN004187000	-
SAOUHSC_01705	SAUPAN004191000	-
SAOUHSC_01706	SAUPAN004195000	-
S672		-
S673		-
SAOUHSC_01707	SAUPAN004198000	-
SAOUHSC_01708	SAUPAN004199000	pxpA
SAOUHSC_01709	SAUPAN004200000	-
SAOUHSC_01710	SAUPAN004203000	-
SAOUHSC_01711	SAUPAN004204000	-
S674		-
SAOUHSC_01712	SAUPAN004205000	-
S675		-
SAOUHSC_01714	SAUPAN004206000	greA
SAOUHSC_01715	SAUPAN004207000	udk
SAOUHSC_01716	SAUPAN004208000	-
SAOUHSC_01717	SAUPAN004209000	-
SAOUHSC_01718	SAUPAN004210000	-
S676		-
SAOUHSC_01719	SAUPAN004211000	-
SAOUHSC_01720	SAUPAN004212000	-
SAOUHSC_01721	SAUPAN004214000	-
SAOUHSC_01722	SAUPAN004215000	alaS
S677		-
S678		-
SAOUHSC_01723	SAUPAN004217000	recD2
SAOUHSC_01724	SAUPAN004218000	-
S679		-
SAOUHSC_01726	SAUPAN004221000	mnmA
SAOUHSC_01727	SAUPAN004223000	iscS
S680		-
S681		-
SAOUHSC_01728	SAUPAN004224000	-
SAOUHSC_01729	SAUPAN004226000	-
SAOUHSC_01730	SAUPAN004227000	csbD
SAOUHSC_01732	SAUPAN004228000	cymR
SAOUHSC_01733	SAUPAN004229000	-
SAOUHSC_01734	SAUPAN004230000	rarA
S683		-
S684		-
SAOUHSC_01735	SAUPAN004231000	tcdA
SAOUHSC_01736	SAUPAN004232000	-
S685		-
SAOUHSC_01737	SAUPAN004235000	aspS
SAOUHSC_01738	SAUPAN004236000	hisS
S686		-
S687		-
SAOUHSC_01739	SAUPAN004237000	lytH
SAOUHSC_01741	SAUPAN004238000	dtd
SAOUHSC_01742	SAUPAN004239000	relA
S688		-
S689		-
SAOUHSC_01743	SAUPAN004240000	apt
SAOUHSC_01744	SAUPAN004241000	recJ
S690		-
SAOUHSC_01746	SAUPAN004243000	secDF
S692		-
SAOUHSC_01747	SAUPAN004244000	yajC
SAOUHSC_01748	SAUPAN004245000	tgt
SAOUHSC_01749	SAUPAN004246000	queA
SAOUHSC_01750	SAUPAN004247000	ruvB
SAOUHSC_01751	SAUPAN004248000	ruvA
SAOUHSC_01752	SAUPAN004249000	thrR
SAOUHSC_01753	SAUPAN004250000	obgE
S693		-
SAOUHSC_01755	SAUPAN004251000	rpmA
SAOUHSC_01756	SAUPAN004252000	-
SAOUHSC_01757	SAUPAN004253000	rplU
S694		-
SAOUHSC_01758	SAUPAN004254000	mreD
SAOUHSC_01759	SAUPAN004255000	mreC
SAOUHSC_01760	SAUPAN004257000	-
SAOUHSC_01761	SAUPAN004258000	-
SAOUHSC_01761a		-
S696		-
SAOUHSC_01762	SAUPAN004260000	-
SAOUHSC_01763	SAUPAN004262000	radC
SAOUHSC_01764	SAUPAN004272000	comC
SAOUHSC_01765	SAUPAN004273000	-
SAOUHSC_01766	SAUPAN004274000	folC
SAOUHSC_01767	SAUPAN004275000	valS
S697		-
S698		-
S699		-
SAOUHSC_01768	SAUPAN004277000	tag
S700		-
SAOUHSC_01769	SAUPAN004278000	-
SAOUHSC_01770	SAUPAN004281000	-
SAOUHSC_01771	SAUPAN004282000	hemL
SAOUHSC_01772	SAUPAN004283000	hemB
SAOUHSC_01773	SAUPAN004284000	hemD
SAOUHSC_01774	SAUPAN004285000	hemC
SAOUHSC_01775	SAUPAN004286000	hemX
SAOUHSC_01776	SAUPAN004287000	hemA
S701		-
SAOUHSC_01777	SAUPAN004288000	engB
S702		-
SAOUHSC_01778	SAUPAN004290000	clpX
S703		-
SAOUHSC_01779	SAUPAN004291000	tig
SAOUHSC_01780	SAUPAN004292000	-
SAOUHSC_01781	SAUPAN004293000	-
SAOUHSC_01782	SAUPAN004295000	-
SAOUHSC_01783	SAUPAN004296000	-
SAOUHSC_01784	SAUPAN004297000	rplT
SAOUHSC_01785	SAUPAN004298000	rpmI
SAOUHSC_01786	SAUPAN004299000	infC
S704		-
S705		-
SAOUHSC_01787	SAUPAN004301000	lysP
S706		-
S707		-
SAOUHSC_01788	SAUPAN004303000	thrS
S708		-
SAOUHSC_01789	SAUPAN004305000	-
S709		-
SAOUHSC_01791	SAUPAN004306000	dnaI
SAOUHSC_01792	SAUPAN004307000	dnaB
SAOUHSC_01793	SAUPAN004308000	nrdR
SAOUHSC_01794	SAUPAN004309000	gapB
SAOUHSC_01795	SAUPAN004310000	coaE
SAOUHSC_01796	SAUPAN004312000	mutM
SAOUHSC_01797	SAUPAN004313000	polA
SAOUHSC_01798	SAUPAN004314000	-
S710		-
SAOUHSC_01799	SAUPAN004316000	phoR
SAOUHSC_01800	SAUPAN004317000	phoP
SAOUHSC_A01723	SAUPAN004318000	-
S711		-
SAOUHSC_01801	SAUPAN004319000	citC
SAOUHSC_01802	SAUPAN004320000	citZ
S712		-
SAOUHSC_01803	SAUPAN004321000	aapA
SAOUHSC_01805	SAUPAN004323000	-
S713		-
SAOUHSC_01806	SAUPAN004324000	pykA
SAOUHSC_01807	SAUPAN004325000	pfkA
S714		-
S715		-
S716		-
SAOUHSC_01808	SAUPAN004347000	accA
SAOUHSC_01809	SAUPAN004348000	accD
S717		-
SAOUHSC_01810	SAUPAN004349000	-
S718		-
SAOUHSC_01811	SAUPAN004351000	dnaE
SAOUHSC_01812	SAUPAN004352000	pde2
S719		-
SAOUHSC_01813	SAUPAN004354000	-
SAOUHSC_01814	SAUPAN004355000	uspA2
SAOUHSC_01815	SAUPAN004358000	-
SAOUHSC_01816	SAUPAN004359000	pepQ
S720		-
SAOUHSC_01817	SAUPAN004360000	-
S721		-
SAOUHSC_01818	SAUPAN004361000	ald2
SAOUHSC_01819	SAUPAN004362000	uspA1
SAOUHSC_01820	SAUPAN004363000	ackA
SAOUHSC_01821	SAUPAN004364000	-
S722		-
SAOUHSC_01822	SAUPAN004365000	tpx
SAOUHSC_01823	SAUPAN004366000	-
SAOUHSC_01824	SAUPAN004367000	thiI
SAOUHSC_01825	SAUPAN004368000	nifZ
SAOUHSC_01826	SAUPAN004369000	-
S723		-
SAOUHSC_01827	SAUPAN004370000	ezrA
SAOUHSC_01828	SAUPAN004371000	-
S724		-
SAOUHSC_01829	SAUPAN004372000	rpsD
SAOUHSC_A01754	SAUPAN004374000	-
SAOUHSC_01830	SAUPAN004375000	-
SAOUHSC_01831	SAUPAN004376000	-
SAOUHSC_01832	SAUPAN004378000	-
SAOUHSC_01833	SAUPAN004379000	serA
S725		-
SAOUHSC_01834	SAUPAN004383000	-
SAOUHSC_01835	SAUPAN004384000	-
SAOUHSC_01836	SAUPAN004385000	ptaA
S726		-
SAOUHSC_01837	SAUPAN004386000	plsC
SAOUHSC_01838	SAUPAN004387000	htrA1
SAOUHSC_01839	SAUPAN004388000	tyrS
S727		-
S728		-
SAOUHSC_01840	SAUPAN004390000	sgtA
SAOUHSC_01841	SAUPAN004391000	-
SAOUHSC_01843	SAUPAN004393000	isdH
SAOUHSC_01844	SAUPAN004395000	-
SAOUHSC_01845	SAUPAN004396000	fhs
S729		-
S730		-
SAOUHSC_01846	SAUPAN004397000	acsA
SAOUHSC_01847	SAUPAN004398000	acuA
SAOUHSC_01849	SAUPAN004399000	acuC
SAOUHSC_01850	SAUPAN004400000	ccpA
SAOUHSC_01851	SAUPAN004401000	-
S731		-
SAOUHSC_01852	SAUPAN004402000	aroA2
S732		-
SAOUHSC_01853	SAUPAN004404000	-
S733		-
SAOUHSC_01854	SAUPAN004405000	-
SAOUHSC_01855	SAUPAN004406000	-
SAOUHSC_01856	SAUPAN004407000	murC
SAOUHSC_01857	SAUPAN004408000	ftsK
SAOUHSC_01858	SAUPAN004409000	-
SAOUHSC_01859	SAUPAN004410000	-
SAOUHSC_01860	SAUPAN004411000	-
SAOUHSC_01861	SAUPAN004412000	-
SAOUHSC_01863	SAUPAN004413000	-
S734		-
SAOUHSC_01864	SAUPAN004414000	-
SAOUHSC_01865	SAUPAN004425000	trmB
SAOUHSC_01866	SAUPAN004426000	-
S735		-
S736		-
SAOUHSC_01867	SAUPAN004428000	dat
SAOUHSC_01868	SAUPAN004429000	-
S737		-
SAOUHSC_01869	SAUPAN004430000	-
SAOUHSC_01870	SAUPAN004431000	-
SAOUHSC_01871	SAUPAN004432000	-
S738		-
S739		-
SAOUHSC_01872	SAUPAN004433000	-
SAOUHSC_01873	SAUPAN004438000	sasC
SAOUHSC_01874	SAUPAN004440000	-
SAOUHSC_01875	SAUPAN004441000	leuS
S740		-
SAOUHSC_01876	SAUPAN004444000	-
SAOUHSC_01877	SAUPAN004446000	-
SAOUHSC_01878	SAUPAN004447000	-
S741		-
SAOUHSC_01879	SAUPAN004448000	rot
S742		-
SAOUHSC_01880	SAUPAN004450000	-
SAOUHSC_01882	SAUPAN004452000	-
SAOUHSC_01883	SAUPAN004453000	-
SAOUHSC_01884	SAUPAN004454000	putA
SAOUHSC_01886	SAUPAN004455000	ribH
SAOUHSC_01887	SAUPAN004456000	ribA
SAOUHSC_01888	SAUPAN004457000	ribB
SAOUHSC_01889	SAUPAN004458000	ribD
S743		-
SAOUHSC_01890	SAUPAN004460000	-
S744		-
SAOUHSC_01891	SAUPAN004463000	arsR
SAOUHSC_01893	SAUPAN004464000	arsB
SAOUHSC_01894	SAUPAN004465000	arsC
S745		-
S746		-
SAOUHSC_01895	SAUPAN004467000	-
S747		-
S748		-
SAOUHSC_01896	SAUPAN004469000	-
S749		-
S750		-
SAOUHSC_01897	SAUPAN004470000	sigS
S751		-
SAOUHSC_01898	SAUPAN004473000	comK2
S752		-
SAOUHSC_01899	SAUPAN004475000	-
S753		-
S754		-
SAOUHSC_01900	SAUPAN004476000	spdA
SAOUHSC_01901	SAUPAN004479000	tal
S755		-
SAOUHSC_01902	SAUPAN004480000	-
S756		-
S757		-
SAOUHSC_01903	SAUPAN004482000	crcB1
SAOUHSC_01904	SAUPAN004483000	crcB2
SAOUHSC_01905	SAUPAN004486000	-
SAOUHSC_01907	SAUPAN004499000	-
SAOUHSC_01908	SAUPAN004500000	smdA
SAOUHSC_01909	SAUPAN004501000	metK
S758		-
SAOUHSC_01910	SAUPAN004503000	pckA
SAOUHSC_01911	SAUPAN004505000	tnp2
SAOUHSC_01912	SAUPAN004507000	-
SAOUHSC_01913	SAUPAN004508000	rppH
S759		-
SAOUHSC_01914	SAUPAN004509000	-
SAOUHSC_01915	SAUPAN004510000	menC
SAOUHSC_01916	SAUPAN004511000	menE
SAOUHSC_01917	SAUPAN004512000	-
S760		-
SAOUHSC_01918	SAUPAN004514000	-
S761		-
SAOUHSC_01919	SAUPAN004516000	-
SAOUHSC_01920	SAUPAN004518000	-
SAOUHSC_01921	SAUPAN004519000	-
SAOUHSC_01922	SAUPAN004520000	-
SAOUHSC_01923	SAUPAN004528000	-
SAOUHSC_01924	SAUPAN004530000	-
SAOUHSC_01925	SAUPAN004532000	-
SAOUHSC_01926	SAUPAN004540000	-
S762		-
SAOUHSC_01927	SAUPAN004525000	-
S763		-
SAOUHSC_01928	SAUPAN004526000	-
S764		-
S765		-
SAOUHSC_01929	SAUPAN004548000	-
SAOUHSC_01930	SAUPAN004549000	-
S766		-
SAOUHSC_01931	SAUPAN004553000	-
SAOUHSC_01932	SAUPAN004550000	hsdS2
SAOUHSC_01933	SAUPAN004556000	hsdM2
SAOUHSC_01934	SAUPAN004560000	-
SAOUHSC_01935	SAUPAN004558000	splF
SAOUHSC_01936	SAUPAN004561000	splE
SAOUHSC_01937	SAUPAN004562000	-
SAOUHSC_01938	SAUPAN004559000	splD
S767		-
SAOUHSC_01939	SAUPAN004564000	splC
SAOUHSC_01941	SAUPAN004566000	splB
S768		-
SAOUHSC_01942	SAUPAN004567000	splA
SAOUHSC_01943	SAUPAN004568000	-
SAOUHSC_01944	SAUPAN004570000	-
S769		-
S770		-
SAOUHSC_01945	SAUPAN004572000	epiG
SAOUHSC_01947	SAUPAN004573000	epiE
SAOUHSC_01948	SAUPAN004574000	epiF
SAOUHSC_01949	SAUPAN004575000	epiP
SAOUHSC_01950	SAUPAN004576000	epiD
SAOUHSC_01951	SAUPAN004577000	epiC
SAOUHSC_01952	SAUPAN004584000	epiB
SAOUHSC_01953	SAUPAN004585000	epiA
SAOUHSC_01954	SAUPAN004583000	lukD
SAOUHSC_01955	SAUPAN004592000	lukE
S771		-
SAOUHSC_01956	SAUPAN004601000	-
SAOUHSC_01957	SAUPAN004604000	-
S772		-
S773		-
S774		-
S775		-
SAOUHSC_T00050	SAUPAN004743000	trnaS
SAOUHSC_T00019	SAUPAN004747000	trnaE
SAOUHSC_T0009	SAUPAN004748000	trnaN
SAOUHSC_T00022	SAUPAN004749000	trnaG
SAOUHSC_T00026	SAUPAN004750000	trnaH
SAOUHSC_T00042	SAUPAN004751000	trnaF
SAOUHSC_T00012	SAUPAN004752000	trnaD
SAOUHSC_T00038	SAUPAN004753000	trnaM
S776		-
S777		-
SAOUHSC_01958	SAUPAN004754000	-
S778		-
SAOUHSC_01959	SAUPAN004755000	-
S779		-
SAOUHSC_01960	SAUPAN004756000	hemY
SAOUHSC_01961	SAUPAN004757000	hemH
SAOUHSC_01962	SAUPAN004758000	hemE
SAOUHSC_01963	SAUPAN004759000	-
S780		-
SAOUHSC_01964	SAUPAN004760000	traP
SAOUHSC_01966	SAUPAN004761000	-
SAOUHSC_01967	SAUPAN004762000	ecsA
SAOUHSC_01968	SAUPAN004763000	hit
S781		-
SAOUHSC_01969	SAUPAN004764000	-
S782		-
S783		-
SAOUHSC_01971	SAUPAN004769000	-
S784		-
SAOUHSC_01972	SAUPAN004771000	prsA
SAOUHSC_01973	SAUPAN004772000	cbf1
SAOUHSC_01974	SAUPAN004773000	-
SAOUHSC_01975	SAUPAN004774000	-
S785		-
SAOUHSC_01976	SAUPAN004775000	-
SAOUHSC_01977	SAUPAN004776000	-
SAOUHSC_01978	SAUPAN004777000	-
SAOUHSC_01979	SAUPAN004780000	-
S786		-
S787		-
SAOUHSC_01980	SAUPAN004781000	airR
SAOUHSC_01981	SAUPAN004782000	airS
SAOUHSC_01982	SAUPAN004783000	-
S788		-
SAOUHSC_01983	SAUPAN004784000	fumC
SAOUHSC_01984	SAUPAN004785000	-
S789		-
SAOUHSC_01985	SAUPAN004787000	-
S790		-
SAOUHSC_01986	SAUPAN004789000	-
SAOUHSC_01987	SAUPAN004790000	-
S791		-
SAOUHSC_01988	SAUPAN004791000	cspR
SAOUHSC_01989	SAUPAN004792000	queG
SAOUHSC_01990	SAUPAN004793000	glnQ
SAOUHSC_01991	SAUPAN004794000	glnP
SAOUHSC_01992	SAUPAN004795000	-
SAOUHSC_01993	SAUPAN004796000	tnp3
S792		-
SAOUHSC_T00031	SAUPAN004800000	trnaL
SAOUHSC_T00046	SAUPAN004826000	-
SAOUHSC_T00047	SAUPAN004827000	-
SAOUHSC_T00023	SAUPAN004801000	trnaG
SAOUHSC_T00015	SAUPAN004802000	trnaC
SAOUHSC_T00016	SAUPAN004803000	trnaQ
SAOUHSC_T00027	SAUPAN004804000	trnaH
SAOUHSC_T00056	SAUPAN004805000	trnaW
SAOUHSC_T00057	SAUPAN004806000	trnaY
SAOUHSC_T00054	SAUPAN004807000	trnaT
SAOUHSC_T00043	SAUPAN004808000	trnaL
SAOUHSC_A01909	SAUPAN004831000	-
SAOUHSC_T00013	SAUPAN004809000	trnaD
SAOUHSC_T00039	SAUPAN004810000	trnaM
SAOUHSC_T00051	SAUPAN004811000	trnaS
SAOUHSC_T00014	SAUPAN004812000	trnaD
SAOUHSC_T00052	SAUPAN004813000	trnaS
SAOUHSC_T00040	SAUPAN004814000	trnaM
SAOUHSC_T00041	SAUPAN004815000	trnaM
SAOUHSC_T0002	SAUPAN004816000	trnaA
SAOUHSC_T00045	SAUPAN004817000	trnaP
SAOUHSC_T0007	SAUPAN004818000	trnaR
SAOUHSC_T00032	SAUPAN004819000	trnaL
SAOUHSC_T00024	SAUPAN004820000	trnaG
SAOUHSC_T00033	SAUPAN004821000	trnaL
SAOUHSC_T00036	SAUPAN004822000	trnaK
SAOUHSC_T00055	SAUPAN004823000	trnaT
SAOUHSC_T00060	SAUPAN004824000	trnaV
SAOUHSC_R00013	SAUPAN004825000	rrfC
SAOUHSC_R0008	SAUPAN004833000	rrl3
SAOUHSC_T0003	SAUPAN004834000	-
SAOUHSC_A01912	SAUPAN004836000	-
SAOUHSC_T00028	SAUPAN004835000	-
SAOUHSC_R0003	SAUPAN004837000	rrsD
S793		-
S794		-
S795		-
SAOUHSC_01997	SAUPAN004840000	perR
S796		-
SAOUHSC_01998	SAUPAN004842000	-
SAOUHSC_01999	SAUPAN004843000	-
SAOUHSC_02000	SAUPAN004844000	gsaB
S798		-
SAOUHSC_02001	SAUPAN004845000	-
SAOUHSC_02002	SAUPAN004846000	-
SAOUHSC_02003	SAUPAN004847000	-
S799		-
S800		-
SAOUHSC_02004	SAUPAN004849000	-
S801		-
SAOUHSC_02005	SAUPAN004850000	mutY
SAOUHSC_02006	SAUPAN004851000	-
S802		-
SAOUHSC_02007	SAUPAN004852000	-
S803		-
SAOUHSC_02008	SAUPAN004853000	-
SAOUHSC_02009	SAUPAN004854000	-
SAOUHSC_02010	SAUPAN004855000	-
SAOUHSC_02011	SAUPAN004856000	recX
SAOUHSC_02012	SAUPAN004857000	sgtB
S804		-
S805		-
SAOUHSC_02013	SAUPAN004860000	-
S806		-
SAOUHSC_02014	SAUPAN004861000	-
S807		-
SAOUHSC_02015	SAUPAN004863000	-
S808		-
SAOUHSC_02016	SAUPAN001632000	-
SAOUHSC_02017	SAUPAN001633000	-
S809		-
SAOUHSC_02018	SAUPAN001634000	-
S810		-
SAOUHSC_02019		-
SAOUHSC_02020	SAUPAN001683000	-
SAOUHSC_02021	SAUPAN001704000	-
SAOUHSC_02022	SAUPAN001708000	-
SAOUHSC_02023	SAUPAN001702000	-
SAOUHSC_02025	SAUPAN001701000	-
SAOUHSC_02026	SAUPAN001714000	-
SAOUHSC_02027	SAUPAN001700000	-
SAOUHSC_02028	SAUPAN001699000	-
SAOUHSC_02029		-
SAOUHSC_02030	SAUPAN001697000	-
SAOUHSC_02031	SAUPAN001715000	-
SAOUHSC_02033	SAUPAN001695000	-
SAOUHSC_02034	SAUPAN001694000	-
SAOUHSC_02035	SAUPAN001693000	-
SAOUHSC_02036	SAUPAN001717000	-
SAOUHSC_02037	SAUPAN001691000	-
SAOUHSC_02038	SAUPAN001690000	-
SAOUHSC_02040	SAUPAN001689000	-
SAOUHSC_02041	SAUPAN001688000	-
SAOUHSC_02042	SAUPAN001687000	-
SAOUHSC_02043	SAUPAN001686000	-
SAOUHSC_02044	SAUPAN001685000	-
S811		-
SAOUHSC_02046	SAUPAN001718000	-
SAOUHSC_02047	SAUPAN001684000	-
SAOUHSC_02048	SAUPAN001676000	-
SAOUHSC_02049	SAUPAN001675000	-
SAOUHSC_02050	SAUPAN001674000	-
S812		-
SAOUHSC_02051	SAUPAN001719000	rinA
SAOUHSC_02052	SAUPAN001482000	-
SAOUHSC_02053	SAUPAN001479000	-
SAOUHSC_02054	SAUPAN001720000	-
SAOUHSC_02055	SAUPAN001408000	-
SAOUHSC_02056	SAUPAN001721000	-
SAOUHSC_02057	SAUPAN001722000	-
SAOUHSC_02058	SAUPAN001555000	-
SAOUHSC_02059		-
SAOUHSC_02060	SAUPAN001390000	-
SAOUHSC_02061	SAUPAN001401000	-
SAOUHSC_02062	SAUPAN001453000	-
SAOUHSC_02063	SAUPAN001400000	-
SAOUHSC_02064	SAUPAN001723000	-
SAOUHSC_02065	SAUPAN001448000	-
SAOUHSC_02066	SAUPAN001661000	-
SAOUHSC_02067	SAUPAN001446000	-
SAOUHSC_02068		-
SAOUHSC_02069		-
SAOUHSC_02070		-
SAOUHSC_02071	SAUPAN001672000	-
S813		-
SAOUHSC_02072	SAUPAN001729000	-
SAOUHSC_02073	SAUPAN001643000	-
SAOUHSC_02074		-
SAOUHSC_02075	SAUPAN001307000	-
S814		-
SAOUHSC_02076	SAUPAN001466000	-
SAOUHSC_02077	SAUPAN001727000	-
S815		-
SAOUHSC_02078		-
SAOUHSC_02079	SAUPAN001426000	-
SAOUHSC_02080	SAUPAN001425000	-
S816		-
SAOUHSC_02081	SAUPAN001423000	-
SAOUHSC_02083	SAUPAN001422000	-
SAOUHSC_02084	SAUPAN001421000	-
S817		-
SAOUHSC_02085	SAUPAN001419000	-
S818		-
S819		-
SAOUHSC_02086	SAUPAN004872000	-
SAOUHSC_02087	SAUPAN004874000	-
SAOUHSC_02088	SAUPAN004875000	-
S820		-
SAOUHSC_02089	SAUPAN004876000	int2
SAOUHSC_02090	SAUPAN004862000	-
SAOUHSC_02091	SAUPAN004892000	-
S821		-
SAOUHSC_02092	SAUPAN004893000	ampS
SAOUHSC_02093	SAUPAN004894000	-
SAOUHSC_02095	SAUPAN004896000	ptpA
SAOUHSC_02096	SAUPAN004897000	-
S822		-
SAOUHSC_02097	SAUPAN004898000	-
S823		-
SAOUHSC_02098	SAUPAN004899000	vraR
SAOUHSC_02099	SAUPAN004900000	vraS
SAOUHSC_02100	SAUPAN004901000	vraT
SAOUHSC_02101	SAUPAN004902000	vraU
S824		-
SAOUHSC_02102	SAUPAN004903000	map
S825		-
SAOUHSC_A02013	SAUPAN004904000	-
S826		-
SAOUHSC_02103	SAUPAN004907000	-
S827		-
SAOUHSC_02104	SAUPAN004911000	-
SAOUHSC_02105	SAUPAN004912000	-
SAOUHSC_02106	SAUPAN004913000	gatD
SAOUHSC_02107	SAUPAN004914000	murT
SAOUHSC_02108	SAUPAN004915000	ftnA
S828		-
SAOUHSC_02109	SAUPAN004916000	-
S829		-
SAOUHSC_02110	SAUPAN004918000	-
SAOUHSC_02111	SAUPAN004919000	dinB
S830		-
S831		-
SAOUHSC_02112	SAUPAN004920000	-
S832		-
SAOUHSC_02113	SAUPAN004921000	rumA
SAOUHSC_02114	SAUPAN004922000	dgkB
S833		-
SAOUHSC_02115	SAUPAN004925000	-
SAOUHSC_02116	SAUPAN004926000	gatB
SAOUHSC_02117	SAUPAN004927000	gatA
SAOUHSC_02118	SAUPAN004928000	gatC
SAOUHSC_02119	SAUPAN004929000	putP
SAOUHSC_02121	SAUPAN004932000	-
SAOUHSC_02122	SAUPAN004933000	ligA
SAOUHSC_02123	SAUPAN004934000	pcrA
SAOUHSC_02124	SAUPAN004935000	pcrB
SAOUHSC_02125	SAUPAN004936000	hisR
S834		-
SAOUHSC_02126	SAUPAN004937000	purB
S835		-
SAOUHSC_02127	SAUPAN004939000	scpA
SAOUHSC_02129	SAUPAN004940000	scpB
S836		-
SAOUHSC_02130	SAUPAN004943000	-
SAOUHSC_02131	SAUPAN004944000	-
S837		-
SAOUHSC_02132	SAUPAN004945000	nadE
SAOUHSC_02133	SAUPAN004946000	pncB
SAOUHSC_02134	SAUPAN004947000	nos
SAOUHSC_02135	SAUPAN004948000	pheA
SAOUHSC_02136	SAUPAN004950000	-
S839		-
SAOUHSC_02137	SAUPAN004951000	sdcS
S840		-
SAOUHSC_02138	SAUPAN004952000	-
S841		-
SAOUHSC_02139	SAUPAN004953000	pncA
SAOUHSC_02140	SAUPAN004954000	ppaC
SAOUHSC_02141	SAUPAN004955000	-
S842		-
SAOUHSC_02142	SAUPAN004956000	aldH
SAOUHSC_02143	SAUPAN004958000	-
S843		-
SAOUHSC_02144	SAUPAN004960000	-
SAOUHSC_02145	SAUPAN004972000	-
S844		-
S845		-
SAOUHSC_02146	SAUPAN004973000	-
SAOUHSC_02147	SAUPAN004974000	-
SAOUHSC_02148	SAUPAN004993000	-
S846		-
SAOUHSC_02149	SAUPAN004994000	-
SAOUHSC_02150	SAUPAN004995000	-
SAOUHSC_02151	SAUPAN004996000	pmtD
SAOUHSC_02152	SAUPAN004997000	pmtC
SAOUHSC_02153	SAUPAN004998000	pmtB
SAOUHSC_02154	SAUPAN004999000	pmtA
SAOUHSC_02155	SAUPAN005000000	pmtR
SAOUHSC_02156	SAUPAN005001000	-
SAOUHSC_02157	SAUPAN005003000	-
S847		-
SAOUHSC_02158	SAUPAN005004000	aspB
SAOUHSC_02160	SAUPAN005008000	map_2
SAOUHSC_02161	SAUPAN005009000	eap/map
SAOUHSC_02163	SAUPAN005011000	hlb-1
S848		-
S849		-
S850		-
SAOUHSC_02164	SAUPAN005014000	-
S851		-
SAOUHSC_02165	SAUPAN005016000	-
SAOUHSC_02166	SAUPAN005017000	-
SAOUHSC_02167	SAUPAN005018000	scn
S852		-
S853		-
SAOUHSC_02169	SAUPAN005020000	chp
SAOUHSC_02170	SAUPAN005022000	-
S854		-
SAOUHSC_02171	SAUPAN005023000	sak
S855		-
SAOUHSC_02173	SAUPAN005029000	ami
SAOUHSC_02174	SAUPAN005030000	-
SAOUHSC_02175	SAUPAN005035000	-
S856		-
S857		-
SAOUHSC_02176	SAUPAN005036000	-
SAOUHSC_02177	SAUPAN005042000	-
SAOUHSC_02178	SAUPAN005043000	-
SAOUHSC_02179	SAUPAN005044000	-
SAOUHSC_02180	SAUPAN005045000	-
SAOUHSC_02181	SAUPAN005046000	-
SAOUHSC_02182	SAUPAN005049000	-
SAOUHSC_02183	SAUPAN005051000	-
SAOUHSC_02184	SAUPAN005053000	-
SAOUHSC_02185		-
SAOUHSC_02186	SAUPAN001543000	-
SAOUHSC_02187	SAUPAN001542000	-
SAOUHSC_02188	SAUPAN001657000	-
SAOUHSC_02189	SAUPAN001541000	-
SAOUHSC_02190	SAUPAN001540000	-
SAOUHSC_02191	SAUPAN001539000	-
SAOUHSC_02193	SAUPAN001538000	-
SAOUHSC_02194	SAUPAN001537000	-
SAOUHSC_02195	SAUPAN001536000	-
SAOUHSC_02196	SAUPAN001535000	-
SAOUHSC_02197	SAUPAN001534000	-
SAOUHSC_02198	SAUPAN001533000	-
SAOUHSC_02199	SAUPAN001532000	-
SAOUHSC_02200	SAUPAN001531000	-
SAOUHSC_A02094	SAUPAN001762000	-
SAOUHSC_02202	SAUPAN001382000	-
SAOUHSC_02203	SAUPAN001475000	-
SAOUHSC_02204	SAUPAN001582000	-
SAOUHSC_02205		-
SAOUHSC_02206	SAUPAN001754000	-
SAOUHSC_02207	SAUPAN001403000	-
SAOUHSC_02208	SAUPAN001584000	-
SAOUHSC_02209	SAUPAN001763000	-
SAOUHSC_02210	SAUPAN001402000	-
