# Program:featureCounts v1.6.3; Command:"featureCounts" "--extraAttributes" "Name" "-t" "gene" "-g" "ID" "-F" "GTF" "-T" "3" "-a" "tmp/reference.gff" "-o" "tmp/counts.txt" "tmp/mapped_reads/SRR10379721_mapped.sam" "tmp/mapped_reads/SRR10379722_mapped.sam" "tmp/mapped_reads/SRR10379723_mapped.sam" "tmp/mapped_reads/SRR10379724_mapped.sam" "tmp/mapped_reads/SRR10379725_mapped.sam" "tmp/mapped_reads/SRR10379726_mapped.sam" 
Geneid	Chr	Start	End	Strand	Length	Name	tmp/mapped_reads/SRR10379721_mapped.sam	tmp/mapped_reads/SRR10379722_mapped.sam	tmp/mapped_reads/SRR10379723_mapped.sam	tmp/mapped_reads/SRR10379724_mapped.sam	tmp/mapped_reads/SRR10379725_mapped.sam	tmp/mapped_reads/SRR10379726_mapped.sam
gene-SAOUHSC_02411	CP000253.1	2238622	2238726	+	105	SAOUHSC_02411	118	92	119	26	12	9
gene-SAOUHSC_T00037	CP000253.1	2238714	2238789	-	76	SAOUHSC_T00037	0	0	0	0	0	0
gene-SAOUHSC_02412	CP000253.1	2238752	2238868	-	117	SAOUHSC_02412	0	0	0	0	0	0
gene-SAOUHSC_T00017	CP000253.1	2238793	2238867	-	75	SAOUHSC_T00017	0	0	0	0	0	0
gene-SAOUHSC_T00058	CP000253.1	2238877	2238960	-	84	SAOUHSC_T00058	363	276	246	123	54	81
gene-SAOUHSC_T00061	CP000253.1	2238990	2239065	-	76	SAOUHSC_T00061	405	598	402	83	68	28
gene-SAOUHSC_T00020	CP000253.1	2239073	2239144	-	72	SAOUHSC_T00020	35	19	16	20	2	27
gene-SAOUHSC_T00010	CP000253.1	2239146	2239220	-	75	SAOUHSC_T00010	127	95	107	81	24	52
gene-SAOUHSC_R00015	CP000253.1	2239231	2239345	-	115	SAOUHSC_R00015	2	2	0	2	2	6
gene-SAOUHSC_R00010	CP000253.1	2239418	2242340	-	2923	SAOUHSC_R00010	1759	1839	735	1365	1040	2371
gene-SAOUHSC_T00029	CP000253.1	2242631	2242707	-	77	SAOUHSC_T00029	3229	788	1499	533	579	429
gene-SAOUHSC_R0005	CP000253.1	2242800	2244356	-	1557	SAOUHSC_R0005	322	176	53	363	220	805
gene-SAOUHSC_02416	CP000253.1	2244539	2244724	-	186	SAOUHSC_02416	24	3	19	7	4	1
gene-SAOUHSC_02417	CP000253.1	2244932	2245819	-	888	SAOUHSC_02417	7442	5559	6641	5226	5945	1367
gene-SAOUHSC_02418	CP000253.1	2246027	2247469	-	1443	SAOUHSC_02418	6523	5008	6096	4428	5666	710
gene-SAOUHSC_02419	CP000253.1	2247791	2248264	-	474	SAOUHSC_02419	1220	729	1295	1260	1562	50
gene-SAOUHSC_02420	CP000253.1	2248363	2249706	-	1344	SAOUHSC_02420	4422	3153	4350	1765	1744	222
gene-SAOUHSC_02422	CP000253.1	2249883	2250566	-	684	SAOUHSC_02422	5845	4802	4801	3915	3442	391
gene-SAOUHSC_02423	CP000253.1	2250585	2251772	-	1188	SAOUHSC_02423	16494	14449	14708	10372	9778	2003
gene-SAOUHSC_02424	CP000253.1	2251816	2252331	-	516	SAOUHSC_02424	5768	4814	4622	4023	4050	209
gene-SAOUHSC_02425	CP000253.1	2252508	2252768	+	261	SAOUHSC_02425	13813	15204	8017	20792	23133	1974
gene-SAOUHSC_02426	CP000253.1	2252900	2254093	-	1194	SAOUHSC_02426	16361	9603	18322	1069	1849	396
gene-SAOUHSC_02427	CP000253.1	2254506	2255474	-	969	SAOUHSC_02427	3858	2627	2950	1030	1367	176
gene-SAOUHSC_02428	CP000253.1	2255471	2256502	-	1032	SAOUHSC_02428	3383	2588	2654	961	1426	177
gene-SAOUHSC_02430	CP000253.1	2256514	2257497	-	984	SAOUHSC_02430	12477	7189	10026	3194	4248	205
gene-SAOUHSC_02432	CP000253.1	2257663	2257788	+	126	SAOUHSC_02432	26	21	27	12	27	1
gene-SAOUHSC_02433	CP000253.1	2257889	2258959	-	1071	SAOUHSC_02433	1581	1256	1140	2073	1852	214
gene-SAOUHSC_02434	CP000253.1	2258966	2260723	-	1758	SAOUHSC_02434	3442	3016	2582	4890	5406	1887
gene-SAOUHSC_02435	CP000253.1	2260710	2261903	-	1194	SAOUHSC_02435	822	531	539	423	602	42
gene-SAOUHSC_02436	CP000253.1	2262005	2263981	+	1977	SAOUHSC_02436	4883	3398	4613	2399	2948	269
gene-SAOUHSC_02437	CP000253.1	2264437	2265237	+	801	SAOUHSC_02437	360	346	358	112	113	9
gene-SAOUHSC_02438	CP000253.1	2265255	2265554	+	300	SAOUHSC_02438	132	101	104	44	44	9
gene-SAOUHSC_02440	CP000253.1	2265717	2266061	+	345	SAOUHSC_02440	108	60	68	46	21	1
gene-SAOUHSC_02441	CP000253.1	2266097	2266606	-	510	SAOUHSC_02441	95179	98075	60339	365834	516160	78175
gene-SAOUHSC_02442	CP000253.1	2266669	2266908	-	240	SAOUHSC_02442	14556	15553	10409	70742	86348	70833
gene-SAOUHSC_02443	CP000253.1	2266921	2267457	-	537	SAOUHSC_02443	37595	46286	24966	171686	244914	33932
gene-SAOUHSC_02444	CP000253.1	2267632	2269194	-	1563	SAOUHSC_02444	8548	11112	6593	45571	51643	12641
gene-SAOUHSC_02445	CP000253.1	2269501	2270502	-	1002	SAOUHSC_02445	1946	1379	1309	1559	1828	662
gene-SAOUHSC_02447	CP000253.1	2270736	2271737	-	1002	SAOUHSC_02447	6269	4758	2902	5710	5875	1640
gene-SAOUHSC_02448	CP000253.1	2272020	2272904	-	885	SAOUHSC_02448	1491	1217	892	2202	2905	320
gene-SAOUHSC_02449	CP000253.1	2273155	2274567	-	1413	SAOUHSC_02449	3183	2417	1795	673	649	164
gene-SAOUHSC_02450	CP000253.1	2274585	2276297	-	1713	SAOUHSC_02450	2032	1863	1180	518	438	171
gene-SAOUHSC_02451	CP000253.1	2276303	2276614	-	312	SAOUHSC_02451	321	324	165	25	38	11
gene-SAOUHSC_02452	CP000253.1	2276636	2277616	-	981	SAOUHSC_02452	772	775	389	64	50	10
gene-SAOUHSC_02453	CP000253.1	2277620	2278552	-	933	SAOUHSC_02453	783	828	393	78	88	14
gene-SAOUHSC_02454	CP000253.1	2278565	2279080	-	516	SAOUHSC_02454	368	425	224	44	35	1
gene-SAOUHSC_02455	CP000253.1	2279096	2279524	-	429	SAOUHSC_02455	398	378	252	38	25	5
gene-SAOUHSC_02456	CP000253.1	2279892	2280683	-	792	SAOUHSC_02456	1789	1190	1063	2323	2889	302
gene-SAOUHSC_02457	CP000253.1	2280889	2281629	+	741	SAOUHSC_02457	1839	1289	1068	1402	1582	374
gene-SAOUHSC_A02331	CP000253.1	2281666	2281827	+	162	SAOUHSC_A02331	234	123	164	243	633	21
gene-SAOUHSC_02458	CP000253.1	2281920	2282528	-	609	SAOUHSC_02458	115	74	100	202	377	37
gene-SAOUHSC_02459	CP000253.1	2282790	2282915	-	126	SAOUHSC_02459	36	11	34	85	196	4
gene-SAOUHSC_02460	CP000253.1	2283135	2283983	-	849	SAOUHSC_02460	2132	1465	1228	3006	3874	470
gene-SAOUHSC_02461	CP000253.1	2284053	2284469	-	417	SAOUHSC_02461	469	283	248	927	1091	48
gene-SAOUHSC_02462	CP000253.1	2284713	2284880	+	168	SAOUHSC_02462	35	21	35	15	33	1
gene-SAOUHSC_02463	CP000253.1	2284877	2287300	+	2424	SAOUHSC_02463	1739	1128	1193	998	1294	173
gene-SAOUHSC_02464	CP000253.1	2287360	2288214	-	855	SAOUHSC_02464	1167	935	819	1181	1702	273
gene-SAOUHSC_02465	CP000253.1	2288425	2289240	-	816	SAOUHSC_02465	654	549	397	951	1019	101
gene-SAOUHSC_02466	CP000253.1	2289534	2289959	+	426	SAOUHSC_02466	5979	5936	2930	7754	6535	3003
gene-SAOUHSC_02467	CP000253.1	2290323	2291027	-	705	SAOUHSC_02467	1197	754	795	692	469	71
gene-SAOUHSC_02468	CP000253.1	2291064	2292728	-	1665	SAOUHSC_02468	2015	1342	1405	1230	1180	290
gene-SAOUHSC_02469	CP000253.1	2292961	2293200	+	240	SAOUHSC_02469	89	53	43	113	182	19
gene-SAOUHSC_02470	CP000253.1	2293182	2293364	-	183	SAOUHSC_02470	130	113	91	573	898	124
gene-SAOUHSC_02471	CP000253.1	2293918	2295324	-	1407	SAOUHSC_02471	1926	1463	1928	1352	2548	319
gene-SAOUHSC_02472	CP000253.1	2295453	2296589	-	1137	SAOUHSC_02472	1865	1427	1629	2063	2517	243
gene-SAOUHSC_02473	CP000253.1	2296590	2296682	-	93	SAOUHSC_02473	0	0	0	0	0	0
gene-SAOUHSC_02474	CP000253.1	2296639	2297334	-	696	SAOUHSC_02474	2217	1718	1607	2065	3575	714
gene-SAOUHSC_02475	CP000253.1	2297395	2297688	-	294	SAOUHSC_02475	360	331	377	461	1043	50
gene-SAOUHSC_02476	CP000253.1	2297685	2298782	-	1098	SAOUHSC_02476	280	192	232	424	649	75
gene-SAOUHSC_A02350	CP000253.1	2298943	2299110	+	168	SAOUHSC_A02350	10	12	14	5	6	0
gene-SAOUHSC_02477	CP000253.1	2299327	2299725	-	399	SAOUHSC_02477	52802	48206	38572	32245	27708	15500
gene-SAOUHSC_02478	CP000253.1	2299739	2300176	-	438	SAOUHSC_02478	40793	44483	35568	20868	24550	2944
gene-SAOUHSC_02480	CP000253.1	2300416	2301219	-	804	SAOUHSC_02480	3022	2802	2249	3161	3809	501
gene-SAOUHSC_02481	CP000253.1	2301224	2302030	-	807	SAOUHSC_02481	1786	1579	1291	2107	2623	508
gene-SAOUHSC_02482	CP000253.1	2302020	2302880	-	861	SAOUHSC_02482	2495	2311	1855	3663	4455	563
gene-SAOUHSC_02483	CP000253.1	2302877	2303686	-	810	SAOUHSC_02483	1674	1547	1080	3105	4013	964
gene-SAOUHSC_02484	CP000253.1	2304224	2304592	-	369	SAOUHSC_02484	34628	28665	26204	19203	16536	5710
gene-SAOUHSC_02485	CP000253.1	2304609	2305553	-	945	SAOUHSC_02485	115328	99234	95564	68218	78781	23727
gene-SAOUHSC_02486	CP000253.1	2305628	2306017	-	390	SAOUHSC_02486	35815	32779	25630	22643	18534	8649
gene-SAOUHSC_02487	CP000253.1	2306041	2306406	-	366	SAOUHSC_02487	36284	32611	28462	22823	38350	11244
gene-SAOUHSC_02488	CP000253.1	2306429	2306542	-	114	SAOUHSC_02488	16082	14251	17083	10314	31126	3137
gene-SAOUHSC_02489	CP000253.1	2306574	2306792	-	219	SAOUHSC_02489	22209	19045	16575	13381	15848	1798
gene-SAOUHSC_02490	CP000253.1	2306985	2307632	-	648	SAOUHSC_02490	77844	69150	63486	52615	59683	20274
gene-SAOUHSC_02491	CP000253.1	2307649	2308941	-	1293	SAOUHSC_02491	121284	105146	91707	87730	123099	23109
gene-SAOUHSC_02492	CP000253.1	2308941	2309381	-	441	SAOUHSC_02492	37402	32868	26098	29307	27003	24030
gene-SAOUHSC_02493	CP000253.1	2309398	2309577	-	180	SAOUHSC_02493	23863	20638	20692	15477	31149	3079
gene-SAOUHSC_02494	CP000253.1	2309594	2310094	-	501	SAOUHSC_02494	56855	50124	42512	39272	52576	31926
gene-SAOUHSC_02495	CP000253.1	2310115	2310474	-	360	SAOUHSC_02495	42174	36088	34967	28443	57445	7139
gene-SAOUHSC_02496	CP000253.1	2310505	2311041	-	537	SAOUHSC_02496	45254	39803	32132	29779	28528	5494
gene-SAOUHSC_02498	CP000253.1	2311066	2311464	-	399	SAOUHSC_02498	44737	33297	35127	27281	46822	6922
gene-SAOUHSC_02499	CP000253.1	2311496	2311666	-	171	SAOUHSC_02499	23843	18232	18002	13812	24194	2455
gene-SAOUHSC_02500	CP000253.1	2311704	2312243	-	540	SAOUHSC_02500	55509	44844	40570	32377	52318	10694
gene-SAOUHSC_02501	CP000253.1	2312270	2312587	-	318	SAOUHSC_02501	43789	37391	35911	25223	47263	9939
gene-SAOUHSC_02502	CP000253.1	2312623	2312991	-	369	SAOUHSC_02502	48252	38818	33065	25791	33664	12148
gene-SAOUHSC_02503	CP000253.1	2313023	2313286	-	264	SAOUHSC_02503	30635	26252	24251	18386	28746	2288
gene-SAOUHSC_02504	CP000253.1	2313310	2313519	-	210	SAOUHSC_02504	17018	13447	13506	9448	15656	1728
gene-SAOUHSC_02505	CP000253.1	2313509	2313943	-	435	SAOUHSC_02505	46502	40374	31890	25520	32859	15561
gene-SAOUHSC_02506	CP000253.1	2313946	2314599	-	654	SAOUHSC_02506	70771	60369	50582	38789	51525	16626
gene-SAOUHSC_02507	CP000253.1	2314623	2314976	-	354	SAOUHSC_02507	28867	25913	21342	16408	35983	9924
gene-SAOUHSC_02508	CP000253.1	2315005	2315283	-	279	SAOUHSC_02508	44390	36841	32116	23805	42408	9673
gene-SAOUHSC_02509	CP000253.1	2315350	2316183	-	834	SAOUHSC_02509	106821	90679	77683	77096	98125	70378
gene-SAOUHSC_02510	CP000253.1	2316216	2316491	-	276	SAOUHSC_02510	21326	17276	15349	14533	22083	4431
gene-SAOUHSC_02511	CP000253.1	2316491	2317114	-	624	SAOUHSC_02511	50535	44336	37133	32942	43199	22408
gene-SAOUHSC_02512	CP000253.1	2317141	2317803	-	663	SAOUHSC_02512	60922	51258	46574	37934	53806	24909
gene-SAOUHSC_02515	CP000253.1	2318496	2318885	+	390	SAOUHSC_02515	824	491	557	1135	2439	62
gene-SAOUHSC_02516	CP000253.1	2319077	2320255	-	1179	SAOUHSC_02516	41075	24052	44946	7304	6667	1168
gene-SAOUHSC_02517	CP000253.1	2320524	2322659	-	2136	SAOUHSC_02517	7238	5096	7168	4592	6049	1434
gene-SAOUHSC_02518	CP000253.1	2322685	2322780	-	96	SAOUHSC_02518	19	3	42	9	20	3
gene-SAOUHSC_02519	CP000253.1	2322846	2323733	+	888	SAOUHSC_02519	1535	989	1301	1921	2961	192
gene-SAOUHSC_02520	CP000253.1	2323914	2324777	+	864	SAOUHSC_02520	3589	2738	2520	4581	6935	1864
gene-SAOUHSC_02521	CP000253.1	2324894	2325025	-	132	SAOUHSC_02521	601	417	377	984	1798	272
gene-SAOUHSC_02522	CP000253.1	2325196	2326086	-	891	SAOUHSC_02522	2154	1373	1871	1256	1890	129
gene-SAOUHSC_02523	CP000253.1	2326237	2326401	+	165	SAOUHSC_02523	301	210	195	425	310	14
gene-SAOUHSC_02524	CP000253.1	2326646	2326963	+	318	SAOUHSC_02524	2963	1780	2763	1856	2368	244
gene-SAOUHSC_02525	CP000253.1	2327150	2330317	-	3168	SAOUHSC_02525	10367	8087	8261	10554	15203	3068
gene-SAOUHSC_02527	CP000253.1	2330434	2331699	-	1266	SAOUHSC_02527	6927	4898	5526	6665	8574	1847
gene-SAOUHSC_02528	CP000253.1	2332088	2332339	+	252	SAOUHSC_02528	302	216	249	505	666	61
gene-SAOUHSC_02529	CP000253.1	2332331	2333095	-	765	SAOUHSC_02529	1018	728	838	1898	2577	383
gene-SAOUHSC_02530	CP000253.1	2333257	2333697	+	441	SAOUHSC_02530	1808	1091	2349	173	189	4
gene-SAOUHSC_02531	CP000253.1	2333690	2334901	+	1212	SAOUHSC_02531	6052	3228	6995	391	400	36
gene-SAOUHSC_02532	CP000253.1	2335005	2335355	-	351	SAOUHSC_02532	6649	3605	7103	656	751	38
gene-SAOUHSC_02533	CP000253.1	2335481	2335651	+	171	SAOUHSC_02533	324	171	255	160	136	94
gene-SAOUHSC_02534	CP000253.1	2335708	2335851	-	144	SAOUHSC_02534	213	137	139	128	126	146
gene-SAOUHSC_02535	CP000253.1	2335823	2335942	-	120	SAOUHSC_02535	65	43	38	44	39	2
gene-SAOUHSC_02536	CP000253.1	2336046	2337068	-	1023	SAOUHSC_02536	4773	3320	2908	4573	5645	1180
gene-SAOUHSC_02537	CP000253.1	2337088	2337687	-	600	SAOUHSC_02537	1346	1053	806	1648	1570	553
gene-SAOUHSC_02538	CP000253.1	2337694	2337927	-	234	SAOUHSC_02538	459	354	242	355	259	149
gene-SAOUHSC_02540	CP000253.1	2337933	2338379	-	447	SAOUHSC_02540	1174	902	943	1050	2022	190
gene-SAOUHSC_02541	CP000253.1	2338393	2338878	-	486	SAOUHSC_02541	1144	839	898	858	1612	205
gene-SAOUHSC_02542	CP000253.1	2338875	2340134	-	1260	SAOUHSC_02542	2653	1924	1898	1749	2379	827
gene-SAOUHSC_02543	CP000253.1	2340197	2340691	+	495	SAOUHSC_02543	2871	2282	2142	2916	3543	404
gene-SAOUHSC_02544	CP000253.1	2340693	2341199	-	507	SAOUHSC_02544	1028	799	694	746	931	305
gene-SAOUHSC_02545	CP000253.1	2341230	2342234	-	1005	SAOUHSC_02545	1683	1280	1034	1561	1963	370
gene-SAOUHSC_02546	CP000253.1	2342404	2343009	-	606	SAOUHSC_02546	1881	1282	1363	1193	1440	452
gene-SAOUHSC_02547	CP000253.1	2343010	2343681	-	672	SAOUHSC_02547	1961	1286	1320	1664	1894	196
gene-SAOUHSC_02549	CP000253.1	2343695	2344477	-	783	SAOUHSC_02549	1402	963	977	1607	2408	230
gene-SAOUHSC_02550	CP000253.1	2344767	2345564	+	798	SAOUHSC_02550	3174	2140	1665	2552	1365	147
gene-SAOUHSC_02551	CP000253.1	2345736	2346506	-	771	SAOUHSC_02551	2079	1480	1333	849	803	120
gene-SAOUHSC_02552	CP000253.1	2346578	2347132	-	555	SAOUHSC_02552	667	548	522	433	588	104
gene-SAOUHSC_02553	CP000253.1	2347253	2348194	-	942	SAOUHSC_02553	639	516	449	520	842	107
gene-SAOUHSC_02554	CP000253.1	2348593	2349501	-	909	SAOUHSC_02554	7434	6122	5509	5664	9811	1297
gene-SAOUHSC_02555	CP000253.1	2349715	2349891	-	177	SAOUHSC_02555	606	396	386	249	383	115
gene-SAOUHSC_02556	CP000253.1	2350014	2350880	-	867	SAOUHSC_02556	769	562	586	455	880	272
gene-SAOUHSC_02557	CP000253.1	2351097	2351987	-	891	SAOUHSC_02557	1871	972	1381	273	250	34
gene-SAOUHSC_02558	CP000253.1	2352262	2352564	+	303	SAOUHSC_02558	359	201	239	39	26	8
gene-SAOUHSC_02559	CP000253.1	2352578	2352988	+	411	SAOUHSC_02559	642	424	499	51	42	7
gene-SAOUHSC_02561	CP000253.1	2352985	2354700	+	1716	SAOUHSC_02561	3319	2158	2091	569	485	200
gene-SAOUHSC_02562	CP000253.1	2354713	2355165	+	453	SAOUHSC_02562	1136	656	734	254	266	36
gene-SAOUHSC_02563	CP000253.1	2355158	2355847	+	690	SAOUHSC_02563	1464	849	1053	289	339	33
gene-SAOUHSC_02564	CP000253.1	2355860	2356474	+	615	SAOUHSC_02564	2041	1302	1430	494	581	51
gene-SAOUHSC_02565	CP000253.1	2356474	2357310	+	837	SAOUHSC_02565	3378	1828	2423	641	674	54
gene-SAOUHSC_02566	CP000253.1	2357499	2357846	-	348	SAOUHSC_02566	34614	15532	30963	16909	18253	2460
gene-SAOUHSC_02567	CP000253.1	2358144	2358323	+	180	SAOUHSC_02567	28	17	21	61	45	4
gene-SAOUHSC_02568	CP000253.1	2358274	2358600	-	327	SAOUHSC_02568	2938	1967	2451	2626	4869	540
gene-SAOUHSC_02569	CP000253.1	2358664	2359407	-	744	SAOUHSC_02569	1466	955	1508	2380	3711	683
gene-SAOUHSC_02570	CP000253.1	2359433	2361388	-	1956	SAOUHSC_02570	3166	2309	2634	7728	9860	1232
gene-SAOUHSC_02571	CP000253.1	2361998	2362801	+	804	SAOUHSC_02571	17046	20025	21039	13712	13556	4035
gene-SAOUHSC_02572	CP000253.1	2362818	2363060	-	243	SAOUHSC_02572	20253	16579	13688	49059	63957	9420
gene-SAOUHSC_02573	CP000253.1	2363234	2364634	-	1401	SAOUHSC_02573	2245	2126	1723	12811	19875	6314
gene-SAOUHSC_02574	CP000253.1	2364729	2365811	-	1083	SAOUHSC_02574	2233	1764	1665	12186	14707	2973
gene-SAOUHSC_02575	CP000253.1	2366059	2366481	+	423	SAOUHSC_02575	425	282	301	1493	1277	89
gene-SAOUHSC_02576	CP000253.1	2366718	2367218	+	501	SAOUHSC_02576	1098	1154	1215	1276	1498	352
gene-SAOUHSC_A02445	CP000253.1	2367266	2367523	+	258	SAOUHSC_A02445	76	43	63	48	34	7
gene-SAOUHSC_02577	CP000253.1	2367580	2368533	+	954	SAOUHSC_02577	5817	4513	3581	10459	14874	3216
gene-SAOUHSC_02579	CP000253.1	2368625	2369749	-	1125	SAOUHSC_02579	4147	3077	3665	2598	2927	627
gene-SAOUHSC_02580	CP000253.1	2370060	2370698	-	639	SAOUHSC_02580	3963	3031	3215	4618	5610	978
gene-SAOUHSC_A02450	CP000253.1	2370858	2371091	-	234	SAOUHSC_A02450	137	75	170	372	624	12
gene-SAOUHSC_02581	CP000253.1	2371319	2371792	-	474	SAOUHSC_02581	9220	6983	6503	13069	16302	2704
gene-SAOUHSC_02582	CP000253.1	2371792	2374746	-	2955	SAOUHSC_02582	41328	36188	29872	64454	74823	19621
gene-SAOUHSC_02583	CP000253.1	2375348	2376271	-	924	SAOUHSC_02583	14024	11530	12059	6157	9178	2558
gene-SAOUHSC_02584	CP000253.1	2376428	2377225	-	798	SAOUHSC_02584	2251	2862	1492	2660	3421	400
gene-SAOUHSC_02585	CP000253.1	2377610	2378302	+	693	SAOUHSC_02585	4008	3088	3085	3434	6120	435
gene-SAOUHSC_02586	CP000253.1	2378658	2378972	+	315	SAOUHSC_02586	274	170	219	99	155	17
gene-SAOUHSC_02587	CP000253.1	2378949	2379686	-	738	SAOUHSC_02587	312	151	169	600	537	28
gene-SAOUHSC_02588	CP000253.1	2379510	2380064	+	555	SAOUHSC_02588	44	9	24	39	68	11
gene-SAOUHSC_02589	CP000253.1	2380509	2381381	+	873	SAOUHSC_02589	14793	10783	10949	7832	8737	665
gene-SAOUHSC_02590	CP000253.1	2381768	2383147	-	1380	SAOUHSC_02590	8411	7852	7593	15904	20156	4785
gene-SAOUHSC_02591	CP000253.1	2383427	2383783	+	357	SAOUHSC_02591	839	509	521	1530	2369	109
gene-SAOUHSC_02592	CP000253.1	2383780	2383965	+	186	SAOUHSC_02592	563	443	370	1052	1531	210
gene-SAOUHSC_02593	CP000253.1	2384061	2384252	-	192	SAOUHSC_02593	280	256	187	907	1167	67
gene-SAOUHSC_02594	CP000253.1	2384263	2384898	-	636	SAOUHSC_02594	763	587	480	2506	5094	488
gene-SAOUHSC_02595	CP000253.1	2384973	2385890	-	918	SAOUHSC_02595	403	243	302	2823	4818	252
gene-SAOUHSC_02596	CP000253.1	2386157	2386687	+	531	SAOUHSC_02596	264	206	228	466	586	20
gene-SAOUHSC_02597	CP000253.1	2386753	2388357	-	1605	SAOUHSC_02597	2175	1813	1310	3673	4771	727
gene-SAOUHSC_02599	CP000253.1	2388687	2389451	+	765	SAOUHSC_02599	307	194	192	760	808	53
gene-SAOUHSC_02600	CP000253.1	2389509	2390015	-	507	SAOUHSC_02600	2082	1573	1344	3320	6031	1070
gene-SAOUHSC_02601	CP000253.1	2390182	2391393	-	1212	SAOUHSC_02601	1023	795	740	2492	3037	1099
gene-SAOUHSC_02602	CP000253.1	2391278	2391637	+	360	SAOUHSC_02602	352	265	178	1638	2749	1638
gene-SAOUHSC_02603	CP000253.1	2391720	2392289	-	570	SAOUHSC_02603	230	126	169	684	1019	92
gene-SAOUHSC_02604	CP000253.1	2392776	2393657	-	882	SAOUHSC_02604	5854	4998	3704	19960	25234	13444
gene-SAOUHSC_02605	CP000253.1	2393768	2394889	-	1122	SAOUHSC_02605	1201	836	803	1737	2890	796
gene-SAOUHSC_02606	CP000253.1	2395166	2396404	-	1239	SAOUHSC_02606	3205	2150	2047	916	1166	276
gene-SAOUHSC_02607	CP000253.1	2396404	2398065	-	1662	SAOUHSC_02607	2841	2105	1967	569	799	307
gene-SAOUHSC_02608	CP000253.1	2398225	2399109	+	885	SAOUHSC_02608	856	605	580	539	632	28
gene-SAOUHSC_02609	CP000253.1	2399531	2399950	+	420	SAOUHSC_02609	202	127	190	119	117	11
gene-SAOUHSC_02610	CP000253.1	2400206	2401141	-	936	SAOUHSC_02610	6036	5941	3791	14074	16362	9435
gene-SAOUHSC_02611	CP000253.1	2401431	2402690	+	1260	SAOUHSC_02611	2913	1852	2175	4411	5122	500
gene-SAOUHSC_02612	CP000253.1	2402756	2403442	-	687	SAOUHSC_02612	1276	951	729	2527	2735	494
gene-SAOUHSC_02613	CP000253.1	2403616	2404269	+	654	SAOUHSC_02613	1138	807	606	2440	2323	193
gene-SAOUHSC_A02483	CP000253.1	2404293	2404481	+	189	SAOUHSC_A02483	192	139	165	242	216	25
gene-SAOUHSC_02614	CP000253.1	2404505	2405524	-	1020	SAOUHSC_02614	2420	1999	1648	3156	4500	602
gene-SAOUHSC_02615	CP000253.1	2405554	2405880	-	327	SAOUHSC_02615	970	852	727	1645	3036	605
gene-SAOUHSC_02616	CP000253.1	2405929	2406114	-	186	SAOUHSC_02616	13	5	11	13	7	0
gene-SAOUHSC_02618	CP000253.1	2406098	2407330	-	1233	SAOUHSC_02618	1827	1157	1334	873	1124	71
gene-SAOUHSC_02619	CP000253.1	2407323	2408222	-	900	SAOUHSC_02619	534	355	378	228	247	9
gene-SAOUHSC_02620	CP000253.1	2408453	2409100	-	648	SAOUHSC_02620	4959	3410	5141	582	795	76
gene-SAOUHSC_02621	CP000253.1	2409499	2410107	+	609	SAOUHSC_02621	608	413	359	435	418	261
gene-SAOUHSC_02622	CP000253.1	2410444	2411652	+	1209	SAOUHSC_02622	1363	1081	1129	838	660	131
gene-SAOUHSC_02623	CP000253.1	2411700	2412749	-	1050	SAOUHSC_02623	5773	4366	4475	4865	5904	1397
gene-SAOUHSC_02624	CP000253.1	2412780	2413727	-	948	SAOUHSC_02624	1840	1402	1480	2172	2314	137
gene-SAOUHSC_02625	CP000253.1	2413824	2414315	+	492	SAOUHSC_02625	1032	715	624	1550	2278	114
gene-SAOUHSC_02626	CP000253.1	2414312	2414731	+	420	SAOUHSC_02626	1215	945	785	2246	3593	534
gene-SAOUHSC_02627	CP000253.1	2414839	2415741	-	903	SAOUHSC_02627	2273	1549	1391	3760	4167	1199
gene-SAOUHSC_02628	CP000253.1	2415967	2416605	+	639	SAOUHSC_02628	2819	2017	2066	3107	3070	366
gene-SAOUHSC_02629	CP000253.1	2416851	2418782	-	1932	SAOUHSC_02629	14867	23211	14481	23609	32834	6821
gene-SAOUHSC_02630	CP000253.1	2418795	2419442	-	648	SAOUHSC_02630	5561	8449	4901	8305	13470	1825
gene-SAOUHSC_02631	CP000253.1	2419563	2420114	+	552	SAOUHSC_02631	485	230	280	1102	1075	74
gene-SAOUHSC_02632	CP000253.1	2420344	2420631	-	288	SAOUHSC_02632	189	134	137	377	770	135
gene-SAOUHSC_02633	CP000253.1	2420613	2421551	-	939	SAOUHSC_02633	471	464	361	1021	1439	160
gene-SAOUHSC_02634	CP000253.1	2421661	2421789	-	129	SAOUHSC_02634	17	14	20	10	12	3
gene-SAOUHSC_02635	CP000253.1	2421820	2423202	-	1383	SAOUHSC_02635	5850	3943	4813	2976	4337	249
gene-SAOUHSC_A02503	CP000253.1	2423112	2423381	+	270	SAOUHSC_A02503	50	15	44	53	47	5
gene-SAOUHSC_02636	CP000253.1	2423442	2423618	-	177	SAOUHSC_02636	7125	4873	5128	4968	4895	1019
gene-SAOUHSC_02637	CP000253.1	2423661	2423897	-	237	SAOUHSC_02637	4731	3246	4268	4175	5364	596
gene-SAOUHSC_02638	CP000253.1	2424092	2425060	+	969	SAOUHSC_02638	11971	9846	9689	7979	12328	1484
gene-SAOUHSC_A02505	CP000253.1	2425299	2425460	-	162	SAOUHSC_A02505	82	71	49	60	81	81
gene-SAOUHSC_02639	CP000253.1	2425635	2425991	+	357	SAOUHSC_02639	54	46	56	90	108	8
